car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
Car ID2004,Maruti Eeco 7 Seater Standard BSIV,5000,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
Car ID2005,Mahindra TUV 300 T8,58945,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
Car ID2006,Ford Figo Diesel Titanium,90000,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
Car ID2007,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,375000,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID2008,Maruti Ertiga VDI,160000,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID2009,Volkswagen Polo GT TDI,80000,Manual,Second Owner,15.11 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm
Car ID2010,Maruti 800 AC BSII,50000,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID2011,Tata Indigo CS LX (TDI) BS-III,80000,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm
Car ID2012,Mahindra Bolero 2011-2019 Plus AC,156975,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm
Car ID2013,Toyota Corolla Altis 1.4 DGL,5000,Manual,First Owner,21.43 kmpl,1364 CC,86.79 bhp,205Nm@ 1800-2800rpm
Car ID2014,Chevrolet Sail 1.2 LS ABS,50000,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm
Car ID2015,Ford EcoSport 1.5 TDCi Titanium BSIV,27620,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
Car ID2016,Mahindra Scorpio LX,120000,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID2017,Mahindra Xylo E8,120000,Manual,Third Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm
Car ID2018,Hyundai i20 Active 1.2 S,58000,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm
Car ID2019,Nissan Sunny XV,50000,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm
Car ID2020,Maruti Ignis 1.2 AMT Alpha BSIV,40000,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID2021,Honda WR-V i-VTEC VX,7800,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID2022,Maruti Alto 800 LXI,50000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2023,Ford Endeavour 2.5L 4X2 MT,68000,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm
Car ID2024,Maruti Ertiga VXI,60000,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm
Car ID2025,Tata Indigo GLS,74000,Manual,Second Owner,12.8 kmpl,1396 CC,85 bhp,"12@ 3,500(kgm@ rpm)"
Car ID2026,Tata New Safari DICOR 2.2 VX 4x2 BS IV,58000,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
Car ID2027,Maruti A-Star Vxi,70000,Manual,Third Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
Car ID2028,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,70000,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm
Car ID2029,Hyundai i10 Magna,110000,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
Car ID2030,Hyundai Santro LP zipPlus,80000,Manual,Third Owner,,,,
Car ID2031,Hyundai i20 Sportz 1.4 CRDi,80000,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
Car ID2032,Maruti Ertiga 1.5 VDI,59000,Manual,First Owner,24.2 kmpl,1498 CC,93.87 bhp,225Nm@ 1500-2500rpm
Car ID2033,Tata Indica V2 eLS,110000,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm
Car ID2034,Maruti Celerio ZXI,25000,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID2035,Maruti Alto 800 LXI,55000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2036,Maruti Celerio ZDi,25000,Manual,First Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm
Car ID2037,Mahindra Xylo E4,300000,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm
Car ID2038,Ford Figo 1.5D Titanium MT,143200,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
Car ID2039,Jeep Compass 2.0 Longitude Option BSIV,60000,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm
Car ID2040,Nissan Micra Diesel XV Premium,120000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
Car ID2041,Maruti Ciaz VDi Plus,145000,Manual,Second Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID2042,Hyundai i20 2015-2017 Magna 1.2,30000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID2043,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,8000,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
Car ID2044,Ford Endeavour 2.5L 4X2 MT,170000,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm
Car ID2045,Maruti Swift Dzire LDI,100000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2046,Maruti Omni 8 Seater BSIV,62000,Manual,First Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm
Car ID2047,Mahindra XUV500 W8 AWD,110000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID2048,Hyundai Santro Xing GL CNG,137000,Manual,First Owner,,,,
Car ID2049,Chevrolet Tavera Neo 3 LS 9 Str BSIII,80000,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm
Car ID2050,Maruti Zen Base,80000,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID2051,Maruti Swift Dzire VDI,100000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2052,Mahindra Bolero 2011-2019 Plus - AC BSIII,120000,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm
Car ID2053,Maruti Swift Dzire VDI,24000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
Car ID2054,Mahindra KUV 100 mFALCON D75 K8,80000,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm
Car ID2055,Hyundai Verna 1.6 SX CRDi (O),138000,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
Car ID2056,Maruti Wagon R LXI,147000,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID2057,Mahindra TUV 300 mHAWK100 T8 Dual Tone,60000,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
Car ID2058,Chevrolet Spark 1.0 LS,80000,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
Car ID2059,Maruti Alto 800 LXI,50000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2060,Tata Manza Club Class Quadrajet90 VX,189000,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm
Car ID2061,Volkswagen Vento 1.5 TDI Highline AT,90000,Automatic,Second Owner,21.21 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm
Car ID2062,Hyundai i20 Sportz 1.4 CRDi,56000,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm
Car ID2063,BMW 3 Series 320d Luxury Line,140000,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm
Car ID2064,Maruti Celerio VXI,60000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID2065,Mahindra XUV500 W8 4WD,130000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID2066,BMW 3 Series 320d Luxury Plus,140000,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm
Car ID2067,Tata Manza Club Class Quadrajet90 VX,189000,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm
Car ID2068,Volkswagen Vento 1.5 TDI Highline AT,90000,Automatic,Second Owner,21.21 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm
Car ID2069,Hyundai i20 Sportz 1.4 CRDi,56000,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm
Car ID2070,BMW 3 Series 320d Luxury Line,140000,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm
Car ID2071,Maruti Celerio VXI,60000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID2072,Mahindra XUV500 W8 4WD,130000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID2073,BMW 3 Series 320d Luxury Plus,140000,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm
Car ID2074,Nissan Terrano XE 85 PS,35000,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID2075,Nissan Terrano XL 85 PS,35000,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID2076,Tata New Safari DICOR 2.2 EX 4x2,156000,Manual,First Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
Car ID2077,Maruti Alto 800 LX,90000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2078,Tata Indigo LS,60000,Manual,Third Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)"
Car ID2079,Nissan Terrano XL 110 PS,36000,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm
Car ID2080,Hyundai EON Era Plus Sports Edition,20000,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID2081,Tata New Safari DICOR 2.2 VX 4x2,160000,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm
Car ID2082,Mahindra Scorpio 2.6 Turbo 9 Str,185000,Manual,First Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)"
Car ID2083,Tata Indica Vista Terra 1.4 TDI,110000,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm
Car ID2084,Renault KWID RXT Optional,10800,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
Car ID2085,Mahindra Bolero 2011-2019 SLE,120000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID2086,Maruti Ignis 1.2 Delta BSIV,15000,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID2087,Tata Sumo EX 10/7 Str BSIII,67500,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)"
Car ID2088,Tata Hexa XM,30000,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm
Car ID2089,Mahindra KUV 100 mFALCON D75 K8,50000,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm
Car ID2090,Mahindra TUV 300 T8,100000,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
Car ID2091,Mahindra Bolero 2011-2019 DI - AC BS III,150000,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm
Car ID2092,Mahindra XUV500 W10 2WD,110000,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID2093,Maruti Alto 800 LXI,30000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2094,Maruti Alto LXi,60000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID2095,Mahindra Xylo D2,255000,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm
Car ID2096,Chevrolet Optra Magnum 2.0 LT BS3,120000,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm
Car ID2097,Maruti Alto 800 LXI,49900,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2098,Tata Manza Aura Quadrajet BS IV,86000,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm
Car ID2099,Datsun GO T BSIV,71850,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
Car ID2100,Fiat Grande Punto EVO 1.3 Dynamic,95000,Manual,Third Owner,21.2 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm
Car ID2101,Maruti Swift Dzire VXi,70000,Manual,Fourth & Above Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm
Car ID2102,Hyundai EON Sportz,35000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID2103,Maruti Swift Dzire VXI,50000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
Car ID2104,Mahindra Bolero XL 10 Seater Non AC,120000,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID2105,Hyundai Elantra CRDi SX,145000,Manual,First Owner,22.7 kmpl,1582 CC,126.2 bhp,259.88Nm@ 1900-2750rpm
Car ID2106,Tata Sumo EX BS IV,190000,Manual,Third Owner,,,,
Car ID2107,Mahindra XUV500 W9 2WD,40000,Manual,First Owner,16.0 kmpl,2179 CC,138 bhp,330Nm@ 1600-2800rpm
Car ID2108,Maruti Baleno Delta 1.3,110000,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2109,Maruti Wagon R LXI DUO BSIII,112000,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)"
Car ID2110,Audi A3 35 TDI Premium Plus,70000,Automatic,First Owner,20.38 kmpl,1968 CC,143 bhp,320Nm@ 1750-3000rpm
Car ID2111,Maruti Ritz VDi,110000,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm
Car ID2112,Hyundai Grand i10 1.2 CRDi Asta,29000,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
Car ID2113,Maruti Wagon R VXI BS IV,60000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID2114,Hyundai Santro GS zipDrive - Euro I,120000,Manual,Fourth & Above Owner,,,,
Car ID2115,Maruti 800 Std BSII,46000,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID2116,Mahindra Scorpio VLS AT 2.2 mHAWK,120000,Automatic,Third Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID2117,Maruti Wagon R VXI Optional,80000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID2118,Toyota Innova 2.5 VX 7 STR,159000,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID2119,Mahindra Bolero 2011-2019 SLE,110000,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID2120,Maruti Alto LXi,75000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID2121,Maruti Swift Dzire LDi,120000,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID2122,Honda City 1.5 V Inspire,110000,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm
Car ID2123,Chevrolet Spark 1.0 LS,80000,Manual,Fourth & Above Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
Car ID2124,Hyundai EON Magna Plus,80000,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID2125,Maruti Swift VDI BSIV W ABS,85000,Manual,First Owner,,,,
Car ID2126,Nissan Sunny Diesel XL,71000,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm
Car ID2127,Mahindra XUV500 W6 2WD,108000,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID2128,Renault Duster 85PS Diesel RxL,75000,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm
Car ID2129,Maruti Ciaz Delta BSIV,22000,Manual,Second Owner,21.56 kmpl,1462 CC,103.25 bhp,138Nm@ 4400rpm
Car ID2130,Audi Q5 3.0 TDI Quattro,76131,Automatic,First Owner,13.22 kmpl,2967 CC,241.4 bhp,580Nm@ 1400-3250rpm
Car ID2131,Hyundai i20 1.2 Asta,30000,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID2132,Audi Q7 3.0 TDI Quattro,65000,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm
Car ID2133,Mahindra Scorpio S3 9 Seater BSIV,60000,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm
Car ID2134,Volkswagen Polo Diesel Highline 1.2L,80000,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm
Car ID2135,Honda Accord V6 AT,80000,Automatic,Second Owner,9.0 kmpl,2997 CC,218 bhp,196Nm@ 5000rpm
Car ID2136,Audi Q7 3.0 TDI Quattro Premium Plus,70000,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm
Car ID2137,Maruti Vitara Brezza VDi,51777,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID2138,Land Rover Freelander 2 TD4 HSE,64788,Automatic,First Owner,0.0 kmpl,2179 CC,115 bhp,400 Nm /2000 rpm
Car ID2139,Honda Amaze V Petrol BSIV,20000,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
Car ID2140,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,19000,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm
Car ID2141,Daewoo Matiz SS,46951,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm
Car ID2142,Datsun GO T BSIV,19000,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
Car ID2143,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,50000,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
Car ID2144,Hyundai Creta 1.6 CRDi SX Option,60000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID2145,Renault Duster 110PS Diesel RxL,100000,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm
Car ID2146,Maruti Zen LXI,10000,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID2147,Maruti Swift VDI,50000,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2148,Maruti Wagon R Stingray VXI,74537,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID2149,Maruti SX4 ZXI AT,90000,Automatic,Second Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm
Car ID2150,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),80000,Manual,Second Owner,,,,
Car ID2151,Chevrolet Spark 1.0,70000,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
Car ID2152,Maruti Wagon R VXI Minor,80000,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm
Car ID2153,Hyundai Xcent 1.1 CRDi SX,35000,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm
Car ID2154,Chevrolet Beat LT,23500,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm
Car ID2155,Honda City i-DTEC VX,82000,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm
Car ID2156,Toyota Innova 2.5 G (Diesel) 8 Seater,100000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID2157,Hyundai i20 1.2 Spotz,15000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID2158,Maruti Baleno Zeta 1.3,30000,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2159,Hyundai Grand i10 Sportz,30000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID2160,Maruti Celerio X ZXI BSIV,11000,Manual,First Owner,21.63 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
Car ID2161,Datsun GO Plus T,140000,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm
Car ID2162,Tata Zest Quadrajet 1.3 XM,110000,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm
Car ID2163,Maruti Alto K10 2010-2014 VXI,48000,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID2164,Maruti Swift VDI,70000,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2165,Maruti Swift VXI 2018,70000,Manual,Second Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID2166,Mahindra Scorpio 1.99 S6 Plus,58000,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
Car ID2167,Maruti Wagon R LXI DUO BSIII,40000,Manual,Fourth & Above Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)"
Car ID2168,Maruti Zen LXI,90000,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID2169,Mahindra Xylo E8 ABS Airbag,40000,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm
Car ID2170,Mahindra Scorpio LX,110000,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID2171,Tata New Safari DICOR 2.2 LX 4x2,80000,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
Car ID2172,Maruti Vitara Brezza ZDi,60000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID2173,Mahindra Bolero 2011-2019 SLX,50000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID2174,Tata Tiago 1.2 Revotron XZ,25000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID2175,Maruti Swift VDI,100000,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2176,Maruti Swift Dzire VDi,52000,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID2177,Hyundai i10 Era 1.1,80000,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm
Car ID2178,Honda Amaze VX i-DTEC,85000,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID2179,Maruti Vitara Brezza ZDi Plus,83000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID2180,Maruti Alto 800 LXI,50000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2181,Maruti Wagon R LXI Minor,120000,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm
Car ID2182,Mahindra Bolero 2011-2019 SLE,100000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID2183,Maruti Swift VDI,70000,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID2184,Maruti Alto LXi,19000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID2185,Honda City 1.5 S MT,68600,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm
Car ID2186,Mahindra Bolero Power Plus SLX,60000,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm
Car ID2187,Mahindra Bolero 2011-2019 SLX,65000,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID2188,Honda City E,40000,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm
Car ID2189,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),160000,Manual,Second Owner,,,,
Car ID2190,Maruti Celerio VXI,25000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID2191,Maruti Alto K10 LXI,29500,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID2192,Hyundai Verna VTVT 1.6 SX,13887,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm
Car ID2193,Maruti Alto 800 VXI,50000,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID2194,Renault KWID RXL,30000,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
Car ID2195,Maruti Alto 800 LXI,100000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
