,manufacturer,model,year,selling_price,fuel,seller_type,mileage
1740,Mahindra,Scorpio VLS 2.2 mHawk,2009,320000,Diesel,Individual,12.05
1741,Hyundai,Grand i10 Sportz,2017,509999,Petrol,Individual,18.9
1742,Tata,Zest Quadrajet 1.3 75PS XE,2019,650000,Diesel,Individual,22.95
1743,Maruti,Alto K10 2010-2014 VXI,2011,210000,Petrol,Individual,20.92
1744,Maruti,Alto LXi,2008,110000,Petrol,Individual,19.7
1745,Tata,Nexon 1.5 Revotorq XE,2017,665000,Diesel,Individual,21.5
1746,Volkswagen,Ameo 1.5 TDI Comfortline,2017,555000,Diesel,Individual,21.66
1747,Volkswagen,Ameo 1.5 TDI Comfortline,2017,560000,Diesel,Individual,21.66
1748,Mahindra,KUV 100 mFALCON D75 K6 Plus,2016,375000,Diesel,Individual,25.32
1750,Toyota,Fortuner 2.8 4WD AT BSIV,2017,2950000,Diesel,Individual,15.04
1751,Maruti,Swift Dzire VDI,2017,605000,Diesel,Individual,28.4
1752,Honda,WR-V i-VTEC VX,2017,720000,Petrol,Individual,17.5
1753,Maruti,Ertiga SHVS ZDI Plus,2017,800000,Diesel,Individual,24.52
1754,Mahindra,XUV500 W10 2WD,2017,1325000,Diesel,Individual,16.0
1755,Mitsubishi,Pajero 2.8 SFX BSIII Single Tone,2011,625000,Diesel,Individual,10.5
1756,Hyundai,i20 1.4 CRDi Sportz,2011,350000,Diesel,Individual,23.0
1757,Toyota,Innova 2.5 G (Diesel) 8 Seater,2012,600000,Diesel,Individual,12.99
1758,Hyundai,i20 Sportz 1.2,2012,300000,Petrol,Individual,18.5
1759,Tata,New Safari DICOR 2.2 VX 4x2 BS IV,2011,240000,Diesel,Individual,13.93
1760,Ford,Figo 1.5D Trend MT,2016,377000,Diesel,Individual,25.83
1761,Maruti,Ertiga VXI,2013,450000,Petrol,Individual,16.02
1762,Hyundai,Verna Xi (Petrol),2008,160000,Petrol,Individual,13.9
1763,Hyundai,Xcent 1.2 VTVT E,2019,525000,Petrol,Individual,20.14
1764,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2011,550000,Diesel,Individual,12.8
1765,Chevrolet,Cruze LTZ,2010,270000,Diesel,Individual,18.3
1766,Toyota,Etios GD,2016,570000,Diesel,Individual,23.59
1767,Ford,Figo Diesel Titanium,2011,225000,Diesel,Individual,20.0
1768,Hyundai,Xcent 1.2 VTVT S,2019,590000,Petrol,Individual,20.14
1769,Jeep,Compass 2.0 Longitude Option BSIV,2018,1675000,Diesel,Individual,17.1
1770,Ford,Aspire Titanium BSIV,2019,800000,Petrol,Dealer,19.4
1771,Chevrolet,Sail 1.2 LS ABS,2014,450000,Petrol,Individual,18.2
1772,Tata,Indigo LX,2012,300000,Diesel,Individual,17.0
1773,Hyundai,i20 1.2 Spotz,2017,645000,Petrol,Individual,18.6
1774,Maruti,Swift Dzire VDI,2013,520000,Diesel,Individual,23.4
1775,Hyundai,EON Magna Plus,2013,200000,Petrol,Individual,21.1
1776,Honda,City i VTEC V,2015,700000,Petrol,Individual,17.4
1777,Maruti,800 AC,2000,45000,Petrol,Individual,16.1
1778,Ford,Figo Aspire 1.5 TDCi Ambiente,2016,459999,Diesel,Individual,25.83
1779,Maruti,Ritz VDi,2014,325000,Diesel,Individual,23.2
1780,Maruti,Wagon R VXI BS IV,2015,350000,Petrol,Individual,20.51
1781,Hyundai,Verna 1.6 CRDI,2011,440000,Diesel,Individual,22.32
1782,Hyundai,i20 1.4 CRDi Magna,2011,320000,Diesel,Individual,21.9
1783,Chevrolet,Spark 1.0 LS,2011,169000,Petrol,Individual,18.0
1784,Volkswagen,Polo Petrol Comfortline 1.2L,2013,350000,Petrol,Individual,16.47
1785,Ford,Classic 1.4 Duratorq Titanium,2014,350000,Diesel,Dealer,19.68
1786,Ford,Figo Diesel Celebration Edition,2013,310000,Diesel,Individual,20.0
1788,Mahindra,Scorpio M2DI,2010,420000,Diesel,Individual,13.5
1789,Maruti,Ciaz AT ZXi,2015,685000,Petrol,Individual,19.12
1790,Renault,Duster 4x4,2014,560000,Diesel,Individual,19.72
1791,Maruti,Swift VDI,2013,470000,Diesel,Individual,22.9
1792,Hyundai,Verna Transform VTVT,2011,380000,Petrol,Individual,16.2
1793,Mahindra,Scorpio 1.99 S6 Plus,2015,670000,Diesel,Individual,15.4
1794,Maruti,Swift Dzire LXI 1.2 BS IV,2018,550000,Petrol,Individual,22.0
1795,Hyundai,Verna 1.6 VTVT SX,2016,749000,Petrol,Individual,17.01
1796,Hyundai,Creta 1.6 CRDi SX Option,2015,899000,Diesel,Individual,19.67
1797,Chevrolet,Optra Magnum 2.0 LS BSIII,2011,290000,Diesel,Individual,16.52
1798,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2014,869999,Diesel,Individual,12.99
1799,Datsun,GO Plus A,2015,350000,Petrol,Individual,20.62
1800,Maruti,Swift Dzire VXI,2017,500000,Petrol,Individual,20.85
1801,Skoda,Rapid 1.5 TDI AT Ambition Plus,2014,400000,Diesel,Individual,21.66
1802,Renault,KWID RXT,2016,260000,Petrol,Individual,25.17
1803,Maruti,Alto 800 LXI,2015,220000,Petrol,Individual,22.74
1804,Chevrolet,Enjoy TCDi LS 8 Seater,2014,190000,Diesel,Individual,18.2
1805,Hyundai,Grand i10 Magna,2016,400000,Petrol,Individual,18.9
1806,Chevrolet,Beat Diesel LT Option,2014,170000,Diesel,Individual,25.44
1807,Hyundai,Elite i20 Magna Plus BSIV,2019,650000,Petrol,Individual,18.6
1808,Maruti,800 AC BSIII,2007,60000,Petrol,Individual,16.1
1809,Tata,New Safari 4X2,2007,300000,Petrol,Individual,12.0
1810,Chevrolet,Spark 1.0 LT,2012,125000,Petrol,Individual,16.2
1812,Mahindra,XUV500 W6 2WD,2012,500000,Diesel,Individual,15.1
1813,Maruti,Alto LX,2011,170000,Petrol,Individual,19.7
1814,Maruti,Swift Dzire LDi,2012,310000,Diesel,Individual,19.3
1815,Chevrolet,Spark 1.0 LT,2011,130000,Petrol,Individual,18.0
1816,Maruti,Wagon R VXI Optional,2016,465000,Petrol,Individual,20.51
1818,Mercedes-Benz,E-Class E270 CDI,2005,800000,Diesel,Individual,11.0
1819,Maruti,Alto K10 Knightracer,2012,260000,Petrol,Individual,20.2
1820,Mahindra,Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,Diesel,Individual,15.96
1821,Renault,KWID 1.0 RXT 02 Anniversary Edition,2017,325000,Petrol,Individual,23.01
1822,Mahindra,Bolero 2011-2019 DI NON AC BS III White,2013,400000,Diesel,Individual,15.96
1823,Toyota,Fortuner 2.8 4WD MT BSIV,2018,3200000,Diesel,Individual,14.24
1824,Tata,Indica V2 DLE BSIII,2007,200000,Diesel,Individual,17.88
1825,Mahindra,Quanto C2,2013,450000,Diesel,Individual,17.21
1826,Tata,Indigo V BSIII,2012,229999,Diesel,Individual,17.0
1827,Hyundai,EON Magna Plus,2016,340000,Petrol,Individual,21.1
1828,Mahindra,Bolero 2011-2019 SLE BSIII,2014,550000,Diesel,Individual,15.96
1829,Ford,Endeavour 3.0L 4X4 AT,2011,975000,Diesel,Individual,11.4
1830,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
1831,Volkswagen,Jetta 1.6 Trendline,2010,225000,Petrol,Individual,14.0
1832,Ford,Endeavour 3.2 Titanium AT 4X4,2018,3250000,Diesel,Individual,10.91
1833,Tata,Indigo eCS VX BSIV,2013,280000,Diesel,Individual,25.0
1834,Honda,Amaze V Petrol BSIV,2019,700000,Petrol,Individual,19.5
1835,Tata,Indigo CS eLX BS IV,2012,259000,Diesel,Individual,23.03
1836,Toyota,Fortuner 2.8 4WD AT BSIV,2018,3200000,Diesel,Individual,15.04
1837,Mahindra,XUV500 W10 1.99 mHawk,2018,1400000,Diesel,Individual,16.0
1838,Ford,Figo 1.5P Titanium AT,2015,416000,Petrol,Individual,17.01
1839,Tata,Manza ELAN Quadrajet BS III,2011,250000,Diesel,Individual,19.0
1840,Tata,Manza Aura (ABS) Quadrajet BS IV,2010,210000,Diesel,Individual,21.12
1841,Mahindra,Scorpio VLX 2WD BSIII,2008,290000,Diesel,Individual,12.05
1842,Tata,Indigo CS eLS BS IV,2012,220000,Diesel,Individual,23.03
1843,Tata,Indigo eCS LX BSIV,2012,246000,Diesel,Individual,23.03
1844,Maruti,Omni E MPI STD BS IV,2018,260000,Petrol,Individual,16.8
1845,Hyundai,Creta 1.4 CRDi S,2018,1050000,Diesel,Individual,21.38
1846,Tata,Manza Club Class Quadrajet90 LX,2012,290000,Diesel,Individual,21.02
1847,Tata,Indigo eCS VX BSIV,2013,310000,Diesel,Individual,25.0
1848,Hyundai,i20 1.2 Asta,2018,700000,Petrol,Individual,18.6
1849,Maruti,Swift VXI Optional,2016,550000,Petrol,Individual,20.4
1850,Tata,Indigo CS LX (TDI) BS-III,2017,450000,Diesel,Individual,19.09
1851,Honda,City i VTEC VX,2016,773000,Petrol,Individual,17.8
1852,Tata,Tiago 1.2 Revotron XZ,2017,450000,Petrol,Individual,23.84
1853,Maruti,Eeco 5 Seater AC BSIV,2019,409999,Petrol,Individual,15.37
1854,Maruti,800 Std MPFi,2003,45000,Petrol,Individual,16.1
1855,Nissan,Teana XL,2014,600000,Petrol,Individual,11.07
1856,Chevrolet,Beat LT,2010,250000,Petrol,Individual,18.6
1857,Tata,Indica V2 DLS TC,2008,70000,Diesel,Individual,16.8
1858,Honda,Amaze S i-VTEC,2019,690000,Petrol,Dealer,17.8
1859,Audi,Q5 35TDI Premium Plus,2018,3975000,Diesel,Dealer,17.01
1860,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
1861,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
1862,Jeep,Wrangler 2016-2019 3.6 4X4,2017,4100000,Petrol,Individual,9.5
1863,Toyota,Yaris V BSIV,2018,1000000,Petrol,Trustmark Dealer,17.1
1864,Toyota,Yaris V BSIV,2018,1000000,Petrol,Trustmark Dealer,17.1
1865,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
1866,Maruti,Ciaz 1.3 Alpha,2018,925000,Diesel,Trustmark Dealer,28.09
1867,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
1868,Maruti,Wagon R VXI BS IV,2018,430000,Petrol,Trustmark Dealer,20.51
1869,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
1870,Honda,City i VTEC V,2016,675000,Petrol,Trustmark Dealer,17.8
1871,Maruti,Baleno Delta,2017,570000,Petrol,Trustmark Dealer,21.01
1872,Maruti,Vitara Brezza ZDi Plus,2017,850000,Diesel,Trustmark Dealer,24.3
1873,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
1874,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
1875,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
1876,Ford,Ecosport 1.5 Petrol Ambiente,2018,640000,Petrol,Dealer,15.9
1877,Tata,Indigo CS LS (TDI) BS-III,2013,250000,Diesel,Individual,19.09
1878,Renault,Duster 110PS Diesel RxZ,2018,1250000,Diesel,Individual,19.6
1879,Ford,EcoSport 1.5 Petrol Titanium BSIV,2017,889000,Petrol,Individual,17.0
1880,Hyundai,i20 2015-2017 Asta Option 1.4 CRDi,2017,750000,Diesel,Individual,22.54
1881,Maruti,Swift Ldi BSIV,2010,320000,Diesel,Individual,17.8
1882,Skoda,Yeti Ambition 4WD,2011,600000,Diesel,Individual,17.67
1883,Maruti,Ciaz S 1.3,2018,1000000,Diesel,Individual,28.09
1884,Maruti,Zen LX,2000,110000,Petrol,Individual,17.3
1885,Honda,City 2017-2020 GXi,2008,250000,Petrol,Individual,17.7
1886,Maruti,Swift Dzire VDI,2015,600000,Diesel,Individual,26.59
1887,Maruti,Zen Estilo LXI BS IV,2009,165000,Petrol,Individual,19.0
1888,Maruti,Alto LXI,2004,118000,Petrol,Individual,19.7
1889,Maruti,Baleno Delta 1.3,2016,700000,Diesel,Individual,27.39
1890,Renault,Duster 85PS Diesel RxL Optional,2013,585000,Diesel,Individual,20.46
1891,Maruti,Alto LXi,2006,120000,Petrol,Individual,19.7
1892,Maruti,800 Std MPFi,2003,65000,Petrol,Individual,16.1
1893,Maruti,Alto LX,2006,150000,Petrol,Individual,19.7
1894,Maruti,Alto Std,2009,150000,Petrol,Individual,19.7
1895,Hyundai,Accent VIVA CRDi,2004,170000,Diesel,Individual,13.1
1896,Mahindra,Scorpio 2.6 CRDe,2006,250000,Diesel,Individual,10.5
1897,Hyundai,Accent CRDi,2005,100000,Diesel,Individual,13.1
1898,Maruti,Ertiga VDI,2013,599000,Diesel,Individual,20.77
1899,Chevrolet,Cruze LTZ,2010,250000,Diesel,Individual,18.3
1900,Maruti,Swift VXI Optional,2016,570000,Petrol,Individual,20.4
1901,Volkswagen,Polo Diesel Highline 1.2L,2013,440000,Diesel,Individual,22.07
1902,Toyota,Innova 2.5 E Diesel MS 7-seater,2005,300000,Diesel,Individual,11.4
1903,Nissan,Micra XV CVT,2015,300000,Petrol,Individual,19.34
1904,Mahindra,Scorpio VLX 2WD ABS AT BSIII,2011,500000,Diesel,Individual,11.79
1905,Maruti,Swift Dzire VDI,2016,660000,Diesel,Individual,26.59
1906,Ford,Fiesta Classic 1.6 Duratec LXI,2012,256000,Petrol,Individual,15.3
1907,Renault,KWID 1.0 RXT Optional,2018,409999,Petrol,Individual,23.01
1908,Toyota,Fortuner 4x4 MT,2015,1888000,Diesel,Individual,12.55
1909,Hyundai,Santro Xing GLS LPG,2011,250000,Other,Individual,13.45
1910,Honda,Civic 1.8 V AT,2009,280000,Petrol,Individual,12.9
1911,Mahindra,Xylo D2,2010,300000,Diesel,Individual,13.0
1912,Tata,Safari Storme LX,2016,900000,Diesel,Individual,14.1
1913,Maruti,Zen Estilo VXI BSIV,2014,190000,Petrol,Individual,19.0
1914,Mahindra,Bolero Power Plus Plus AC BSIV PS,2019,800000,Diesel,Individual,15.96
1915,Mahindra,Scorpio EX,2012,450000,Diesel,Individual,14.0
1916,Mahindra,Xylo D2 BS III,2015,400000,Diesel,Individual,14.95
1917,Tata,New Safari Dicor VX 4X2 BS IV,2009,150000,Diesel,Individual,13.93
1918,Tata,Indigo CR4,2011,200000,Diesel,Individual,23.57
1919,Mahindra,XUV500 W8 AWD,2013,600000,Diesel,Individual,15.1
1920,Tata,Indica Vista Aqua 1.3 Quadrajet,2010,175000,Diesel,Individual,18.0
1921,Tata,Indigo CS LE (TDI) BS-III,2008,99000,Diesel,Individual,19.09
1922,Hyundai,i10 Asta,2008,215000,Petrol,Individual,20.36
1924,Renault,Duster 110PS Diesel RxL,2013,520000,Diesel,Individual,19.01
1925,Ford,Endeavour 3.2 Titanium AT 4X4,2016,2280000,Diesel,Individual,10.91
1926,Tata,Indica Vista TDI LS,2015,285000,Diesel,Individual,19.1
1927,Mahindra,TUV 300 T4 Plus,2017,660000,Diesel,Individual,18.49
1928,Maruti,800 Std,2004,31504,Petrol,Individual,16.1
1929,Maruti,Swift Dzire VXI,2015,515000,Petrol,Individual,20.85
1930,Nissan,Sunny Diesel XL,2012,295000,Diesel,Individual,21.64
1931,Nissan,Terrano XL 85 PS,2015,700000,Diesel,Individual,20.45
1932,Mahindra,Scorpio Intelli Hybrid S6 Plus,2017,1100000,Diesel,Individual,15.4
1933,Hyundai,EON 1.0 Era Plus,2017,300000,Petrol,Individual,20.3
1934,Maruti,Swift VXI,2013,450000,Petrol,Individual,18.6
1936,Maruti,Swift Dzire VDI,2017,700000,Diesel,Individual,28.4
1937,Ford,Figo Diesel ZXI,2012,250000,Diesel,Individual,20.0
1938,Maruti,Wagon R LXI Minor,2009,140000,Petrol,Individual,18.9
1939,Mahindra,Xylo D4 BSIII,2012,250000,Diesel,Individual,14.0
1940,Hyundai,i10 Era,2011,210000,Petrol,Individual,19.81
1941,Honda,Amaze S i-Dtech,2014,420000,Diesel,Individual,25.8
1942,Maruti,Alto LXi,2007,130000,Petrol,Individual,19.7
1943,Nissan,Sunny XL,2012,320000,Petrol,Individual,16.95
1944,Maruti,Wagon R LX BSIII,2010,200000,Petrol,Individual,17.3
1945,Maruti,Alto 800 LXI,2016,310000,Petrol,Individual,22.74
1946,Mahindra,Verito 1.5 D4 BSIII,2012,200000,Diesel,Individual,20.8
1947,Maruti,Ritz VXi,2014,350000,Petrol,Individual,18.5
1948,Hyundai,EON Sportz,2018,444000,Petrol,Individual,21.1
1949,Datsun,RediGO T,2017,300000,Petrol,Individual,22.7
1950,Mahindra,Verito 1.5 D4 BSIII,2011,225000,Diesel,Individual,21.0
1951,Mahindra,Bolero 2011-2019 ZLX,2012,600000,Diesel,Individual,15.96
1952,Maruti,Eeco 5 Seater AC BSIV,2013,260000,Petrol,Individual,15.37
1953,Hyundai,Xcent 1.1 CRDi S Option,2015,375000,Diesel,Individual,24.4
1954,Maruti,Eeco 5 Seater AC BSIV,2013,260000,Petrol,Individual,15.37
1955,Maruti,Alto LXi BSIII,2010,150000,Petrol,Individual,19.7
1956,Maruti,Alto LXi,2014,110000,Petrol,Individual,19.7
1957,Maruti,Alto LX,2012,225000,Petrol,Individual,19.7
1958,Honda,City i VTEC V,2017,860000,Petrol,Individual,17.8
1959,Maruti,Swift Dzire LDI,2018,650000,Diesel,Individual,28.4
1960,Maruti,Ertiga ZDI,2014,650000,Diesel,Individual,20.77
1961,Hyundai,Verna 1.4 CRDi,2016,710000,Diesel,Individual,24.8
1962,Ford,Figo 1.5D Base MT,2017,430000,Diesel,Individual,25.83
1963,Maruti,Swift Vdi BSIII,2011,305000,Diesel,Individual,17.8
1964,Ford,Figo Diesel Titanium,2011,220000,Diesel,Individual,20.0
1965,Tata,Sumo MKII Turbo 2.0 LX,2010,150000,Diesel,Individual,14.0
1966,Mahindra,TUV 300 mHAWK100 T8,2017,660000,Diesel,Individual,18.49
1967,Chevrolet,Beat Diesel LT Option,2011,140000,Diesel,Individual,25.44
1968,Toyota,Corolla Altis JS MT,2015,1100000,Petrol,Individual,14.28
1969,Jaguar,XF 2.2 Litre Luxury,2013,2450000,Diesel,Individual,16.36
1970,Volkswagen,Ameo 1.5 TDI Comfortline AT,2017,625000,Diesel,Individual,22.0
1971,Honda,City 1.5 GXI,2004,198000,Petrol,Individual,12.8
1973,Maruti,Wagon R LXI,2005,130000,Petrol,Individual,18.9
1974,Honda,City Corporate Edition,2012,540000,Petrol,Individual,16.8
1975,Hyundai,Grand i10 1.2 Kappa Sportz AT,2017,550000,Petrol,Individual,18.9
1976,Maruti,Celerio ZXI Optional,2018,475000,Petrol,Individual,21.63
1977,Audi,Q3 2.0 TDI Quattro Premium Plus,2017,2825000,Diesel,Dealer,15.73
1978,Honda,Civic ZX Diesel BSIV,2020,2125000,Diesel,Dealer,26.8
1979,BMW,X1 sDrive20d M Sport,2018,3350000,Diesel,Dealer,19.62
1980,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,Diesel,Dealer,11.36
1981,Hyundai,Santro Asta BSIV,2018,540000,Petrol,Dealer,20.3
1982,Force,Gurkha Hard Top BS3 4WD,2018,910000,Diesel,Dealer,17.0
1983,Maruti,Celerio VXI,2019,484999,Petrol,Dealer,21.63
1984,Hyundai,Creta 1.6 CRDi AT SX Plus,2020,1950000,Diesel,Dealer,17.01
1985,Maruti,Vitara Brezza ZDi,2018,950000,Diesel,Dealer,24.3
1986,Ford,Figo 1.5D Titanium MT,2015,365000,Diesel,Dealer,25.83
1987,Mahindra,Thar CRDe ABS,2018,900000,Diesel,Dealer,16.55
1988,Tata,Nexon 1.5 Revotorq XZ Plus,2017,919999,Diesel,Dealer,21.5
1989,MG,Hector Sharp DCT Dualtone,2020,1900000,Petrol,Dealer,13.96
1990,Mercedes-Benz,New C-Class C 220 CDI Elegance MT,2018,2950000,Diesel,Dealer,15.8
1991,Mahindra,Marazzo M2 BSIV,2019,1075000,Diesel,Dealer,17.3
1992,Maruti,Swift VXI Optional,2017,600000,Petrol,Dealer,20.4
1993,BMW,3 Series 320d,2017,3200000,Diesel,Dealer,22.69
1994,Skoda,Octavia Style Plus 2.0 TDI AT,2019,2600000,Diesel,Dealer,19.3
1995,Maruti,Vitara Brezza ZDi Plus,2016,839000,Diesel,Dealer,24.3
1996,Volkswagen,Polo 1.2 MPI Comfortline,2019,635000,Petrol,Dealer,16.2
1997,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,2014,550000,Diesel,Individual,12.05
1998,Mahindra,Logan Diesel 1.5 DLE,2011,180000,Diesel,Individual,19.2
1999,Honda,City i DTEC E,2015,650000,Diesel,Individual,26.0
2000,Honda,Jazz Select Edition Active,2011,350000,Petrol,Individual,16.0
2001,Maruti,Alto K10 LXI,2015,265000,Petrol,Individual,23.95
2002,Renault,KWID 1.0 RXT Optional,2018,330000,Petrol,Individual,23.01
2003,Maruti,Eeco 7 Seater Standard BSIV,2019,395000,Petrol,Individual,15.37
2004,Mahindra,TUV 300 T8,2015,700000,Diesel,Individual,18.49
2005,Ford,Figo Diesel Titanium,2012,300000,Diesel,Individual,20.0
2006,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2011,650000,Diesel,Individual,12.8
2007,Maruti,Ertiga VDI,2013,625000,Diesel,Individual,20.77
2008,Volkswagen,Polo GT TDI,2014,425000,Diesel,Individual,15.11
2009,Maruti,800 AC BSII,2004,55000,Petrol,Individual,16.1
2010,Tata,Indigo CS LX (TDI) BS-III,2015,250000,Diesel,Individual,19.09
2011,Mahindra,Bolero 2011-2019 Plus AC,2015,459999,Diesel,Individual,15.96
2012,Toyota,Corolla Altis 1.4 DGL,2017,1594000,Diesel,Individual,21.43
2013,Chevrolet,Sail 1.2 LS ABS,2014,300000,Petrol,Individual,18.2
2014,Ford,EcoSport 1.5 TDCi Titanium BSIV,2018,950000,Diesel,Dealer,22.77
2015,Mahindra,Scorpio LX,2013,484999,Diesel,Individual,12.05
2016,Mahindra,Xylo E8,2009,161000,Diesel,Individual,14.0
2017,Hyundai,i20 Active 1.2 S,2015,500000,Petrol,Individual,17.19
2018,Nissan,Sunny XV,2012,350000,Petrol,Individual,16.95
2019,Maruti,Ignis 1.2 AMT Alpha BSIV,2017,550000,Petrol,Individual,20.89
2020,Honda,WR-V i-VTEC VX,2018,850000,Petrol,Individual,17.5
2021,Maruti,Alto 800 LXI,2016,240000,Petrol,Individual,22.74
2022,Ford,Endeavour 2.5L 4X2 MT,2011,950000,Diesel,Individual,13.1
2023,Maruti,Ertiga VXI,2015,423000,Petrol,Individual,16.02
2024,Tata,Indigo GLS,2005,90000,Petrol,Individual,12.8
2025,Tata,New Safari DICOR 2.2 VX 4x2 BS IV,2011,350000,Diesel,Individual,13.93
2026,Maruti,A-Star Vxi,2011,170000,Petrol,Individual,19.0
2027,Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,Petrol,Individual,18.16
2028,Hyundai,i10 Magna,2009,150000,Petrol,Individual,20.36
2030,Hyundai,i20 Sportz 1.4 CRDi,2016,511000,Diesel,Individual,22.54
2031,Maruti,Ertiga 1.5 VDI,2018,850000,Diesel,Individual,24.2
2032,Tata,Indica V2 eLS,2018,250000,Diesel,Individual,25.0
2033,Maruti,Celerio ZXI,2020,420000,Petrol,Individual,21.63
2034,Maruti,Alto 800 LXI,2014,180000,Petrol,Individual,22.74
2035,Maruti,Celerio ZDi,2015,400000,Diesel,Individual,27.62
2036,Mahindra,Xylo E4,2009,150000,Diesel,Individual,14.0
2037,Ford,Figo 1.5D Titanium MT,2016,500000,Diesel,Individual,25.83
2038,Jeep,Compass 2.0 Longitude Option BSIV,2017,1689999,Diesel,Individual,17.1
2039,Nissan,Micra Diesel XV Premium,2012,204999,Diesel,Individual,23.08
2040,Maruti,Ciaz VDi Plus,2014,459999,Diesel,Individual,26.21
2041,Hyundai,i20 2015-2017 Magna 1.2,2017,600000,Petrol,Individual,18.6
2042,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,2019,585000,Petrol,Individual,18.9
2043,Ford,Endeavour 2.5L 4X2 MT,2012,551000,Diesel,Individual,13.1
2044,Maruti,Swift Dzire LDI,2013,525000,Diesel,Individual,23.4
2045,Maruti,Omni 8 Seater BSIV,2012,160000,Petrol,Individual,14.0
2046,Mahindra,XUV500 W8 AWD,2014,825000,Diesel,Individual,15.1
2048,Chevrolet,Tavera Neo 3 LS 9 Str BSIII,2015,600000,Diesel,Individual,13.58
2049,Maruti,Zen Base,2002,65000,Petrol,Individual,17.3
2050,Maruti,Swift Dzire VDI,2013,550000,Diesel,Individual,23.4
2051,Mahindra,Bolero 2011-2019 Plus - AC BSIII,2015,650000,Diesel,Individual,15.96
2052,Maruti,Swift Dzire VDI,2019,750000,Diesel,Individual,28.4
2053,Mahindra,KUV 100 mFALCON D75 K8,2017,380000,Diesel,Individual,25.32
2054,Hyundai,Verna 1.6 SX CRDi (O),2012,400000,Diesel,Individual,22.32
2055,Maruti,Wagon R LXI,2003,50000,Petrol,Individual,18.9
2056,Mahindra,TUV 300 mHAWK100 T8 Dual Tone,2017,750000,Diesel,Individual,18.49
2057,Chevrolet,Spark 1.0 LS,2011,150000,Petrol,Individual,18.0
2058,Maruti,Alto 800 LXI,2016,245000,Petrol,Individual,22.74
2059,Tata,Manza Club Class Quadrajet90 VX,2013,260000,Diesel,Individual,21.02
2060,Volkswagen,Vento 1.5 TDI Highline AT,2014,411000,Diesel,Individual,21.21
2061,Hyundai,i20 Sportz 1.4 CRDi,2014,450000,Diesel,Individual,21.9
2062,BMW,3 Series 320d Luxury Line,2012,1300000,Diesel,Individual,18.88
2063,Maruti,Celerio VXI,2016,351000,Petrol,Individual,23.1
2064,Mahindra,XUV500 W8 4WD,2012,550000,Diesel,Individual,15.1
2065,BMW,3 Series 320d Luxury Plus,2013,1300000,Diesel,Individual,18.88
2066,Tata,Manza Club Class Quadrajet90 VX,2013,260000,Diesel,Individual,21.02
2067,Volkswagen,Vento 1.5 TDI Highline AT,2014,411000,Diesel,Individual,21.21
2068,Hyundai,i20 Sportz 1.4 CRDi,2014,450000,Diesel,Individual,21.9
2069,BMW,3 Series 320d Luxury Line,2012,1300000,Diesel,Individual,18.88
2070,Maruti,Celerio VXI,2016,351000,Petrol,Individual,23.1
2071,Mahindra,XUV500 W8 4WD,2012,550000,Diesel,Individual,15.1
2072,BMW,3 Series 320d Luxury Plus,2013,1300000,Diesel,Individual,18.88
2073,Nissan,Terrano XE 85 PS,2016,750000,Diesel,Individual,20.45
2074,Nissan,Terrano XL 85 PS,2015,800000,Diesel,Individual,20.45
2075,Tata,New Safari DICOR 2.2 EX 4x2,2011,350000,Diesel,Individual,11.57
2076,Maruti,Alto 800 LX,2013,200000,Petrol,Individual,22.74
2077,Tata,Indigo LS,2008,150000,Diesel,Individual,17.0
2078,Nissan,Terrano XL 110 PS,2016,800000,Diesel,Individual,19.01
2079,Hyundai,EON Era Plus Sports Edition,2017,350000,Petrol,Individual,21.1
2080,Tata,New Safari DICOR 2.2 VX 4x2,2011,350000,Diesel,Individual,13.93
2081,Mahindra,Scorpio 2.6 Turbo 9 Str,2006,250000,Diesel,Individual,12.7
2082,Tata,Indica Vista Terra 1.4 TDI,2010,170000,Diesel,Individual,17.0
2083,Renault,KWID RXT Optional,2018,395000,Petrol,Individual,25.17
2084,Mahindra,Bolero 2011-2019 SLE,2012,450000,Diesel,Individual,15.96
